File Path,File Name,Title,Splunk Query
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_exchange_webshell_drop.yml,file_event_win_exchange_webshell_drop.yml,Suspicious ASPX File Drop by Exchange,"Image=\\w3wp.exe CommandLine=MSExchange TargetFilename IN (FrontEnd\\HttpProxy\\, \\inetpub\\wwwroot\\aspnet_client\\) TargetFilename IN (.aspx, .asp, .ashx)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_exchange_webshell_drop_suspicious.yml,file_event_win_exchange_webshell_drop_suspicious.yml,Suspicious File Drop by Exchange,"Image=\\w3wp.exe CommandLine=MSExchange TargetFilename IN (.aspx, .asp, .ashx, .ps1, .bat, .exe, .dll, .vbs)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_gotoopener_artefact.yml,file_event_win_gotoopener_artefact.yml,GoToAssist Temporary Installation Artefact,TargetFilename=\\AppData\\Local\\Temp\\LogMeInInc\\GoToAssist Remote Support Expert\\
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_crackmapexec_indicators.yml,file_event_win_hktl_crackmapexec_indicators.yml,HackTool - CrackMapExec File Indicators,Error converting to Splunk: ORing regular expressions is not yet supported by Splunk backend
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_dumpert.yml,file_event_win_hktl_dumpert.yml,HackTool - Dumpert Process Dumper Default File,TargetFilename=dumpert.dmp
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_hivenightmare_file_exports.yml,file_event_win_hktl_hivenightmare_file_exports.yml,HackTool - Typical HiveNightmare SAM File Export,"TargetFilename IN (\\hive_sam_, \\SAM-2021-, \\SAM-2022-, \\SAM-2023-, \\SAM-haxx, \\Sam.save) OR TargetFilename=C:\\windows\\temp\\sam"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_inveigh_artefacts.yml,file_event_win_hktl_inveigh_artefacts.yml,HackTool - Inveigh Execution Artefacts,"TargetFilename IN (\\Inveigh-Log.txt, \\Inveigh-Cleartext.txt, \\Inveigh-NTLMv1Users.txt, \\Inveigh-NTLMv2Users.txt, \\Inveigh-NTLMv1.txt, \\Inveigh-NTLMv2.txt, \\Inveigh-FormInput.txt, \\Inveigh.dll, \\Inveigh.exe, \\Inveigh.ps1, \\Inveigh-Relay.ps1)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_krbrelay_remote_ioc.yml,file_event_win_hktl_krbrelay_remote_ioc.yml,HackTool - RemoteKrbRelay SMB Relay Secrets Dump Module Indicators,"TargetFilename IN (:\\windows\\temp\\sam.tmp, :\\windows\\temp\\sec.tmp, :\\windows\\temp\\sys.tmp)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_mimikatz_files.yml,file_event_win_hktl_mimikatz_files.yml,HackTool - Mimikatz Kirbi File Creation,"TargetFilename IN (.kirbi, mimilsa.log)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_nppspy.yml,file_event_win_hktl_nppspy.yml,HackTool - NPPSpy Hacktool Usage,"TargetFilename IN (\\NPPSpy.txt, \\NPPSpy.dll)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_powerup_dllhijacking.yml,file_event_win_hktl_powerup_dllhijacking.yml,HackTool - Powerup Write Hijack DLL,"Image IN (\\powershell.exe, \\pwsh.exe) TargetFilename=.bat"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_quarkspw_filedump.yml,file_event_win_hktl_quarkspw_filedump.yml,HackTool - QuarksPwDump Dump File,TargetFilename=\\AppData\\Local\\Temp\\SAM- TargetFilename=.dmp
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_remote_cred_dump.yml,file_event_win_hktl_remote_cred_dump.yml,HackTool - Potential Remote Credential Dumping Activity Via CrackMapExec Or Impacket-Secretsdump,"Image=\\svchost.exe
| regex TargetFilename=\\\\Windows\\\\System32\\\\[a-zA-Z0-9]{8}\\.tmp$"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_hktl_safetykatz.yml,file_event_win_hktl_safetykatz.yml,HackTool - SafetyKatz Dump Indicator,TargetFilename=\\Temp\\debug.bin
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_initial_access_dll_search_order_hijacking.yml,file_event_win_initial_access_dll_search_order_hijacking.yml,Potential Initial Access via DLL Search Order Hijacking,"Image IN (\\winword.exe, \\excel.exe, \\powerpnt.exe, \\MSACCESS.EXE, \\MSPUB.EXE, \\fltldr.exe, \\cmd.exe, \\certutil.exe, \\mshta.exe, \\cscript.exe, \\wscript.exe, \\curl.exe, \\powershell.exe, \\pwsh.exe) TargetFilename=.dll TargetFilename=\\Users\\ TargetFilename=\\AppData\\ TargetFilename IN (\\Microsoft\\OneDrive\\, \\Microsoft OneDrive\\, \\Microsoft\\Teams\\, \\Local\\slack\\app-, \\Local\\Programs\\Microsoft VS Code\\) NOT (Image=\\cmd.exe TargetFilename=\\Users\\ TargetFilename=\\AppData\\ TargetFilename=\\Microsoft\\OneDrive\\ TargetFilename=\\api-ms-win-core-)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_install_teamviewer_desktop.yml,file_event_win_install_teamviewer_desktop.yml,Installation of TeamViewer Desktop,TargetFilename=\\TeamViewer_Desktop.exe
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_iphlpapi_dll_sideloading.yml,file_event_win_iphlpapi_dll_sideloading.yml,Malicious DLL File Dropped in the Teams or OneDrive Folder,TargetFilename=iphlpapi.dll TargetFilename=\\AppData\\Local\\Microsoft
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_iso_file_mount.yml,file_event_win_iso_file_mount.yml,ISO File Created Within Temp Folders,"(TargetFilename=\\AppData\\Local\\Temp\\ TargetFilename=.zip\\ TargetFilename=.iso) OR (TargetFilename=\\AppData\\Local\\Microsoft\\Windows\\INetCache\\Content.Outlook\\ TargetFilename=.iso) | table Image,ComputerName,TargetFileName"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_iso_file_recent.yml,file_event_win_iso_file_recent.yml,ISO or Image Mount Indicator in Recent Files,"TargetFilename IN (.iso.lnk, .img.lnk, .vhd.lnk, .vhdx.lnk) TargetFilename=\\Microsoft\\Windows\\Recent\\"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_lolbin_gather_network_info_script_output.yml,file_event_win_lolbin_gather_network_info_script_output.yml,GatherNetworkInfo.VBS Reconnaissance Script Output,"TargetFilename=C:\\Windows\\System32\\config TargetFilename IN (\\Hotfixinfo.txt, \\netiostate.txt, \\sysportslog.txt, \\VmSwitchLog.evtx)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_lsass_default_dump_file_names.yml,file_event_win_lsass_default_dump_file_names.yml,LSASS Process Memory Dump Files,"TargetFilename IN (\\Andrew.dmp, \\Coredump.dmp, \\lsass.dmp, \\lsass.rar, \\lsass.zip, \\NotLSASS.zip, \\PPLBlade.dmp, \\rustive.dmp) OR TargetFilename IN (\\lsass_2, \\lsassdmp, \\lsassdump) OR (TargetFilename=\\lsass TargetFilename=.dmp) OR (TargetFilename=SQLDmpr TargetFilename=.mdmp) OR (TargetFilename IN (\\nanodump, \\proc_) TargetFilename=.dmp)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_lsass_shtinkering.yml,file_event_win_lsass_shtinkering.yml,LSASS Process Dump Artefact In CrashDumps Folder,TargetFilename=C:\\Windows\\System32\\config\\systemprofile\\AppData\\Local\\CrashDumps\\ TargetFilename=lsass.exe. TargetFilename=.dmp
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_lsass_werfault_dump.yml,file_event_win_lsass_werfault_dump.yml,WerFault LSASS Process Memory Dump,"Image=C:\\WINDOWS\\system32\\WerFault.exe TargetFilename IN (\\lsass, lsass.exe)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_mal_adwind.yml,file_event_win_mal_adwind.yml,Adwind RAT / JRAT File Artifact,(TargetFilename=\\AppData\\Roaming\\Oracle\\bin\\java TargetFilename=.exe) OR (TargetFilename=\\Retrive TargetFilename=.vbs)
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_mal_octopus_scanner.yml,file_event_win_mal_octopus_scanner.yml,Octopus Scanner Malware,"TargetFilename IN (\\AppData\\Local\\Microsoft\\Cache134.dat, \\AppData\\Local\\Microsoft\\ExplorerSync.db)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_msdt_susp_directories.yml,file_event_win_msdt_susp_directories.yml,File Creation In Suspicious Directory By Msdt.EXE,"Image=\\msdt.exe TargetFilename IN (\\Desktop\\, \\Start Menu\\Programs\\Startup\\, C:\\PerfLogs\\, C:\\ProgramData\\, C:\\Users\\Public\\)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_mysqld_uncommon_file_creation.yml,file_event_win_mysqld_uncommon_file_creation.yml,Uncommon File Creation By Mysql Daemon Process,"Image IN (\\mysqld.exe, \\mysqld-nt.exe) TargetFilename IN (.bat, .dat, .dll, .exe, .ps1, .psm1, .vbe, .vbs)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_net_cli_artefact.yml,file_event_win_net_cli_artefact.yml,Suspicious DotNET CLR Usage Log Artifact,"TargetFilename IN (\\UsageLogs\\cmstp.exe.log, \\UsageLogs\\cscript.exe.log, \\UsageLogs\\mshta.exe.log, \\UsageLogs\\msxsl.exe.log, \\UsageLogs\\regsvr32.exe.log, \\UsageLogs\\rundll32.exe.log, \\UsageLogs\\svchost.exe.log, \\UsageLogs\\wscript.exe.log, \\UsageLogs\\wmic.exe.log) NOT (ParentImage=\\MsiExec.exe ParentCommandLine= -Embedding Image=\\rundll32.exe CommandLine=Temp CommandLine=zzzzInvokeManagedCustomActionOutOfProc)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_new_files_in_uncommon_appdata_folder.yml,file_event_win_new_files_in_uncommon_appdata_folder.yml,Suspicious File Creation In Uncommon AppData Folder,"TargetFilename=C:\\Users\\ TargetFilename=\\AppData\\ TargetFilename IN (.bat, .cmd, .cpl, .dll, .exe, .hta, .iso, .lnk, .msi, .ps1, .psm1, .scr, .vbe, .vbs) NOT (TargetFilename=C:\\Users\\ TargetFilename IN (\\AppData\\Local\\, \\AppData\\LocalLow\\, \\AppData\\Roaming\\))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_new_scr_file.yml,file_event_win_new_scr_file.yml,SCR File Write Event,"TargetFilename=.scr NOT (TargetFilename IN (:\\$WINDOWS.~BT\\NewOS\\, :\\Windows\\System32\\, :\\Windows\\SysWOW64\\, :\\Windows\\WinSxS\\, :\\WUDownloadCache\\))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_notepad_plus_plus_persistence.yml,file_event_win_notepad_plus_plus_persistence.yml,Potential Persistence Via Notepad++ Plugins,"TargetFilename=\\Notepad++\\plugins\\ TargetFilename=.dll NOT (Image=\\Notepad++\\updater\\gup.exe OR (Image=C:\\Users\\ Image=\\AppData\\Local\\Temp\\ Image IN (\\target.exe, Installer.x64.exe)))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_ntds_dit_creation.yml,file_event_win_ntds_dit_creation.yml,NTDS.DIT Created,TargetFilename=ntds.dit
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_ntds_dit_uncommon_parent_process.yml,file_event_win_ntds_dit_uncommon_parent_process.yml,NTDS.DIT Creation By Uncommon Parent Process,"TargetFilename=\\ntds.dit ParentImage IN (\\cscript.exe, \\httpd.exe, \\nginx.exe, \\php-cgi.exe, \\powershell.exe, \\pwsh.exe, \\w3wp.exe, \\wscript.exe) OR ParentImage IN (\\apache, \\tomcat, \\AppData\\, \\Temp\\, \\Public\\, \\PerfLogs\\)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_ntds_dit_uncommon_process.yml,file_event_win_ntds_dit_uncommon_process.yml,NTDS.DIT Creation By Uncommon Process,"TargetFilename=\\ntds.dit Image IN (\\cmd.exe, \\cscript.exe, \\mshta.exe, \\powershell.exe, \\pwsh.exe, \\regsvr32.exe, \\rundll32.exe, \\wscript.exe, \\wsl.exe, \\wt.exe) OR Image IN (\\AppData\\, \\Temp\\, \\Public\\, \\PerfLogs\\)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_ntds_exfil_tools.yml,file_event_win_ntds_exfil_tools.yml,NTDS Exfiltration Filename Patterns,"TargetFilename IN (\\All.cab, .ntds.cleartext)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_addin_persistence.yml,file_event_win_office_addin_persistence.yml,Potential Persistence Via Microsoft Office Add-In,"(TargetFilename=\\Microsoft\\Word\\Startup\\ TargetFilename=.wll) OR (TargetFilename=\\Microsoft\\Excel\\Startup\\ TargetFilename=.xll) OR (TargetFilename=Microsoft\\Excel\\XLSTART\\ TargetFilename=.xlam) OR (TargetFilename=\\Microsoft\\Addins\\ TargetFilename IN (.xlam, .xla, .ppam))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_macro_files_created.yml,file_event_win_office_macro_files_created.yml,Office Macro File Creation,"TargetFilename IN (.docm, .dotm, .xlsm, .xltm, .potm, .pptm)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_macro_files_downloaded.yml,file_event_win_office_macro_files_downloaded.yml,Office Macro File Download,"Image IN (\\RuntimeBroker.exe, \\outlook.exe, \\thunderbird.exe, \\brave.exe, \\chrome.exe, \\firefox.exe, \\iexplore.exe, \\maxthon.exe, \\MicrosoftEdge.exe, \\msedge.exe, \\msedgewebview2.exe, \\opera.exe, \\safari.exe, \\seamonkey.exe, \\vivaldi.exe, \\whale.exe) TargetFilename IN (.docm, .dotm, .xlsm, .xltm, .potm, .pptm) OR TargetFilename IN (.docm:Zone, .dotm:Zone, .xlsm:Zone, .xltm:Zone, .potm:Zone, .pptm:Zone)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_macro_files_from_susp_process.yml,file_event_win_office_macro_files_from_susp_process.yml,Office Macro File Creation From Suspicious Process,"Image IN (\\cscript.exe, \\mshta.exe, \\regsvr32.exe, \\rundll32.exe, \\wscript.exe) OR ParentImage IN (\\cscript.exe, \\mshta.exe, \\regsvr32.exe, \\rundll32.exe, \\wscript.exe) TargetFilename IN (.docm, .dotm, .xlsm, .xltm, .potm, .pptm)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_onenote_files_in_susp_locations.yml,file_event_win_office_onenote_files_in_susp_locations.yml,OneNote Attachment File Dropped In Suspicious Location,"TargetFilename IN (\\AppData\\Local\\Temp\\, \\Users\\Public\\, \\Windows\\Temp\\, :\\Temp\\) TargetFilename IN (.one, .onepkg) NOT (Image=:\\Program Files\\Microsoft Office\\ Image=\\ONENOTE.EXE)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_onenote_susp_dropped_files.yml,file_event_win_office_onenote_susp_dropped_files.yml,Suspicious File Created Via OneNote Application,"Image IN (\\onenote.exe, \\onenotem.exe, \\onenoteim.exe) TargetFilename=\\AppData\\Local\\Temp\\OneNote\\ TargetFilename IN (.bat, .chm, .cmd, .dll, .exe, .hta, .htm, .html, .js, .lnk, .ps1, .vbe, .vbs, .wsf)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_outlook_macro_creation.yml,file_event_win_office_outlook_macro_creation.yml,New Outlook Macro Created,Image=\\outlook.exe TargetFilename=\\Microsoft\\Outlook\\VbaProject.OTM
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_outlook_newform.yml,file_event_win_office_outlook_newform.yml,Potential Persistence Via Outlook Form,"Image=\\outlook.exe TargetFilename IN (\\AppData\\Local\\Microsoft\\FORMS\\IPM, \\Local Settings\\Application Data\\Microsoft\\Forms)"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_outlook_susp_macro_creation.yml,file_event_win_office_outlook_susp_macro_creation.yml,Suspicious Outlook Macro Created,TargetFilename=\\Microsoft\\Outlook\\VbaProject.OTM NOT Image=\\outlook.exe
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_publisher_files_in_susp_locations.yml,file_event_win_office_publisher_files_in_susp_locations.yml,Publisher Attachment File Dropped In Suspicious Location,"TargetFilename IN (\\AppData\\Local\\Temp\\, \\Users\\Public\\, \\Windows\\Temp\\, C:\\Temp\\) TargetFilename=.pub"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_startup_persistence.yml,file_event_win_office_startup_persistence.yml,Potential Persistence Via Microsoft Office Startup Folder,"(TargetFilename=\\Microsoft\\Word\\STARTUP OR (TargetFilename=\\Office TargetFilename=\\Program Files TargetFilename=\\STARTUP) TargetFilename IN (.doc, .docm, .docx, .dot, .dotm, .rtf)) OR (TargetFilename=\\Microsoft\\Excel\\XLSTART OR (TargetFilename=\\Office TargetFilename=\\Program Files TargetFilename=\\XLSTART) TargetFilename IN (.xls, .xlsm, .xlsx, .xlt, .xltm)) NOT (Image IN (\\WINWORD.exe, \\EXCEL.exe))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_susp_file_extension.yml,file_event_win_office_susp_file_extension.yml,File With Uncommon Extension Created By An Office Application,"Image IN (\\excel.exe, \\msaccess.exe, \\mspub.exe, \\powerpnt.exe, \\visio.exe, \\winword.exe) TargetFilename IN (.bat, .cmd, .com, .dll, .exe, .hta, .ocx, .proj, .ps1, .scf, .scr, .sys, .vbe, .vbs, .wsf, .wsh) NOT (TargetFilename=\\AppData\\Local\\assembly\\tmp\\ TargetFilename=.dll) NOT ((TargetFilename=C:\\Users\\ TargetFilename=\\AppData\\Local\\Microsoft\\Office\\ TargetFilename=\\WebServiceCache\\AllUsers TargetFilename=.com) OR (Image=\\winword.exe TargetFilename=\\AppData\\Local\\Temp\\webexdelta\\ TargetFilename IN (.dll, .exe)))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_office_uncommon_file_startup.yml,file_event_win_office_uncommon_file_startup.yml,Uncommon File Created In Office Startup Folder,"(TargetFilename=\\Microsoft\\Word\\STARTUP OR (TargetFilename=\\Office TargetFilename=\\Program Files TargetFilename=\\STARTUP) NOT (TargetFilename IN (.docb, .docm, .docx, .dotm, .mdb, .mdw, .pdf, .wll, .wwl))) OR (TargetFilename=\\Microsoft\\Excel\\XLSTART OR (TargetFilename=\\Office TargetFilename=\\Program Files TargetFilename=\\XLSTART) NOT (TargetFilename IN (.xll, .xls, .xlsm, .xlsx, .xlt, .xltm, .xlw))) NOT ((Image=:\\Program Files\\Common Files\\Microsoft Shared\\ClickToRun\\ Image=\\OfficeClickToRun.exe) OR (Image IN (:\\Program Files\\Microsoft Office\\, :\\Program Files (x86)\\Microsoft Office\\) Image IN (\\winword.exe, \\excel.exe)))"
C:\SigmaRules\sigma\rules\windows\file\file_event\file_event_win_pcre_net_temp_file.yml,file_event_win_pcre_net_temp_file.yml,PCRE.NET Package Temp Files,TargetFilename=\\AppData\\Local\\Temp\\ba9ea7344a4a5f591d6e5dc32a13494b\\
